player,venue,runs,balls,boundaries,matches,entity_type,strike_rate,wickets,economy
A Dutt,"Sportpark Westvliet, Voorburg",81,78,,4,bowler,,3.0,6.23
D Maisuria,"Gymkhana Club Ground, Nairobi",132,144,,7,bowler,,9.0,5.5
S Sreesanth,The Wanderers Stadium,99,210,,1,bowler,,8.0,2.83
JF Mooney,Bellerive Oval,58,60,,1,bowler,,2.0,5.8
Qamar Mushtaque,"Svanholm Park, Brondby",2,2,0.0,1,batter,100.0,,
V Aravind,"United Cricket Club Ground, Windhoek",150,186,15.0,2,batter,80.65,,
DS Smith,"Sabina Park, Kingston, Jamaica",26,37,2.0,1,batter,70.27,,
H Masakadza,Zahur Ahmed Chowdhury Stadium,208,369,25.0,7,batter,56.37,,
KV Morea,"Tribhuvan University International Cricket Ground, Kirtipur",6,10,1.0,4,batter,60.0,,
SK Warne,Melbourne Cricket Ground,279,572,,3,bowler,,15.0,2.93
E Otieno,Entebbe Cricket Oval,0,4,0.0,2,batter,0.0,,
PA van Meekeren,Bulawayo Athletic Club,22,24,,1,bowler,,2.0,5.5
HH Pandya,Holkar Cricket Stadium,88,75,11.0,2,batter,117.33,,
FA Allen,"Darren Sammy National Cricket Stadium, St Lucia",8,6,1.0,1,batter,133.33,,
T Shamsi,"The Wanderers Stadium, Johannesburg",175,175,,6,bowler,,6.0,6.0
NK Yadav,"Tribhuvan University International Cricket Ground, Kirtipur",239,217,,8,bowler,,7.0,6.61
UT Khawaja,Willowmoore Park,82,76,10.0,1,batter,107.89,,
MHW Papps,Newlands,42,84,7.0,1,batter,50.0,,
M Morkel,Shere Bangla National Stadium,216,360,,4,bowler,,10.0,3.6
C Munro,"Vidarbha Cricket Association Stadium, Jamtha",7,6,1.0,1,batter,116.67,,
D Ramdin,Eden Park,69,109,9.0,4,batter,63.3,,
WPUJC Vaas,Rawalpindi Cricket Stadium,20,48,,1,bowler,,2.0,2.5
SPD Smith,AMI Stadium,24,18,,1,bowler,,1.0,8.0
GD McGrath,Lord's,25,60,,1,bowler,,3.0,2.5
Mustafizur Rahman,"Nassau County International Cricket Stadium, New York",18,24,,1,bowler,,0.0,4.5
PA de Silva,"Goodyear Park, Bloemfontein",29,30,,1,bowler,,1.0,5.8
K Rabada,The Wanderers Stadium,74,177,12.0,6,batter,41.81,,
K Rabada,Bellerive Oval,5,11,1.0,1,batter,45.45,,
JP Faulkner,Dubai International Cricket Stadium,42,54,,2,bowler,,2.0,4.67
Sufyan Mehmood,Shere Bangla National Stadium,13,32,2.0,1,batter,40.62,,
JJ Roy,"Kensington Oval, Bridgetown",17,19,2.0,1,batter,89.47,,
MJ Santner,"Shaheed Veer Narayan Singh International Stadium, Raipur",74,66,10.0,2,batter,112.12,,
RS Bopara,Clontarf Cricket Club Ground,24,24,,1,bowler,,1.0,6.0
D Mullen,"Sportpark Het Schootsveld, Deventer",86,60,,3,bowler,,1.0,8.6
GB Brent,Sheikhupura Stadium,4,5,0.0,1,batter,80.0,,
Mohammed Shami,Sinhalese Sports Club Ground,19,8,3.0,1,batter,237.5,,
Aarif Sheikh,Dubai International Cricket Stadium,134,239,9.0,7,batter,56.07,,
JEC Franklin,Eden Park,158,305,11.0,13,batter,51.8,,
Mushfiqur Rahim,Lord's,32,89,4.0,2,batter,35.96,,
T van der Gugten,"SuperSport Park, Centurion",40,42,,1,bowler,,1.0,5.71
Ahsan Khan,Marsa Sports Club,148,78,,7,bowler,,3.0,11.38
Asif Ali,The Cooper Associates County Ground,5,8,0.0,1,batter,62.5,,
AJ Stewart,"St George's Park, Port Elizabeth",106,169,8.0,2,batter,62.72,,
MG Bracewell,"The Village, Malahide, Dublin",119,150,,3,bowler,,2.0,4.76
DJ Bravo,"Zayed Cricket Stadium, Abu Dhabi",12,15,1.0,2,batter,80.0,,
MJ Santner,Saxton Oval,80,81,7.0,4,batter,98.77,,
PD Collingwood,"St George's Park, Port Elizabeth",48,65,4.0,2,batter,73.85,,
KIC Asalanka,"Zayed Cricket Stadium, Abu Dhabi",96,63,13.0,3,batter,152.38,,
HM Amla,Providence Stadium,55,72,3.0,2,batter,76.39,,
KMDN Kulasekara,Zahur Ahmed Chowdhury Stadium,131,120,,6,bowler,,10.0,6.55
AC Cummins,"Beausejour Stadium, Gros Islet",117,102,,2,bowler,,1.0,6.88
JH Kallis,Rangiri Dambulla International Stadium,7,11,1.0,1,batter,63.64,,
MJ Guptill,Western Australia Cricket Association Ground,7,18,,1,bowler,,0.0,2.33
A Johnson,Prairie View Cricket Complex,124,86,20.0,4,batter,144.19,,
Ameel Mauroof,Kinrara Academy Oval,3,7,0.0,1,batter,42.86,,
Faheem Ashraf,County Ground,13,11,1.0,1,batter,118.18,,
PD Collingwood,Seddon Park,83,145,,2,bowler,,2.0,3.43
CR Woakes,Eden Gardens,34,19,5.0,1,batter,178.95,,
BM Scholtz,"Queens Sports Club, Bulawayo",171,162,,8,bowler,,9.0,6.33
CJ Anderson,Melbourne Cricket Ground,7,6,,1,bowler,,0.0,7.0
JP Duminy,Bay Oval,63,72,,2,bowler,,2.0,5.25
EJB Miles,"United Cricket Club Ground, Windhoek",0,6,0.0,1,batter,0.0,,
Shoaib Malik,Seddon Park,13,10,,1,bowler,,0.0,7.8
EC Rainsford,Buffalo Park,38,30,,1,bowler,,0.0,7.6
SJ Swanepoel,"St George's Park, Port Elizabeth",8,16,1.0,1,batter,50.0,,
SJ Myburgh,Hazelaarweg,71,56,7.0,1,batter,126.79,,
RD Berrington,"Eden Gardens, Kolkata",106,67,14.0,3,batter,158.21,,
AT Carey,The Cooper Associates County Ground,20,21,2.0,1,batter,95.24,,
DJ Mitchell,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",28,18,4.0,1,batter,155.56,,
Abhishek Sharma,"Shaheed Veer Narayan Singh International Stadium, Raipur",0,1,0.0,1,batter,0.0,,
J Charles,Sheikh Zayed Stadium,5,5,0.0,1,batter,100.0,,
Z Khan,Nehru Stadium,3,14,0.0,1,batter,21.43,,
Imam-ul-Haq,The Cooper Associates County Ground,53,74,7.0,1,batter,71.62,,
IDR Bradshaw,Adelaide Oval,15,21,0.0,1,batter,71.43,,
SK Raina,Westpac Stadium,13,12,2.0,2,batter,108.33,,
S Tyagi,Feroz Shah Kotla,15,39,,1,bowler,,1.0,2.31
Q de Kock,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",163,169,21.0,3,batter,96.45,,
Asad Shafiq,Seddon Park,4,6,,1,bowler,,0.0,4.0
LE Plunkett,Westpac Stadium,33,24,,1,bowler,,0.0,8.25
PD Salt,"Barabati Stadium, Cuttack",26,29,3.0,1,batter,89.66,,
Mohammad Nawaz (3),Headingley,54,60,,1,bowler,,0.0,5.4
JJ Bumrah,"Sabina Park, Jamaica",0,4,0.0,1,batter,0.0,,
MF Maharoof,Madhavrao Scindia Cricket Ground,21,37,1.0,2,batter,56.76,,
AGS Gous,"United Cricket Club Ground, Windhoek",152,131,25.0,3,batter,116.03,,
MA Butcher,"M Chinnaswamy Stadium, Bangalore",50,76,6.0,1,batter,65.79,,
R McLaren,Sydney Cricket Ground,41,42,,1,bowler,,0.0,5.86
Abdur Razzak,Gymkhana Club Ground,112,198,,5,bowler,,9.0,3.39
OC McCoy,"Coolidge Cricket Ground, Antigua",88,72,,3,bowler,,4.0,7.33
Adil Butt,"Nigeria Cricket Federation Oval 2, Abuja",53,48,,2,bowler,,3.0,6.62
PL Harris,Headingley,24,76,2.0,1,batter,31.58,,
JP Greaves,Adelaide Oval,29,45,4.0,1,batter,64.44,,
SM Sharif,"Tribhuvan University International Cricket Ground, Kirtipur",176,193,,5,bowler,,6.0,5.47
M Akayezu,"Gymkhana Club Ground, Nairobi",46,52,3.0,7,batter,88.46,,
RP Singh,The Rose Bowl,49,60,,1,bowler,,1.0,4.9
HMCM Bandara,"Nehru Stadium, Fatorda",2,7,0.0,1,batter,28.57,,
CR Woakes,Newlands,40,46,2.0,2,batter,86.96,,
JE Taylor,Eden Park,105,114,,3,bowler,,3.0,5.53
Marshall Ayub,Shere Bangla National Stadium,38,48,,1,bowler,,0.0,4.75
Naeem Islam,Senwes Park,25,31,4.0,1,batter,80.65,,
Milind Kumar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),175,240,,6,bowler,,11.0,4.38
MJ Guptill,Saxton Oval,2,6,,1,bowler,,0.0,2.0
CN Ackermann,Adelaide Oval,16,18,,1,bowler,,0.0,5.33
JG Bethell,"Bay Oval, Mount Maunganui",2,12,0.0,1,batter,16.67,,
JP Duminy,Barabati Stadium,30,39,3.0,1,batter,76.92,,
Harmeet Singh,"Grand Prairie Stadium, Dallas",107,91,12.0,6,batter,117.58,,
LF Muller,"Belgrano Athletic Club Ground, Buenos Aires",8,6,,1,bowler,,1.0,8.0
MR Marsh,M Chinnaswamy Stadium,18,36,,2,bowler,,0.0,3.0
MS Dhoni,Newlands,82,96,9.0,5,batter,85.42,,
M Kartik,Vidarbha C.A. Ground,48,54,,1,bowler,,3.0,5.33
CK Langeveldt,Kennington Oval,41,47,,1,bowler,,0.0,5.23
Zain Ahmad,Marsa Sports Club,49,49,7.0,4,batter,100.0,,
Isa Zaroo,"Moara Vlasiei Cricket Ground, Ilfov County",168,145,23.0,7,batter,115.86,,
RT Ponting,W.A.C.A. Ground,15,18,,1,bowler,,0.0,5.0
F Nsubuga,"Takashinga Sports Club, Highfield, Harare",42,66,,3,bowler,,0.0,3.82
TMK Mawoyo,McLean Park,13,28,2.0,2,batter,46.43,,
Sompal Kami,"Maple Leaf North-West Ground, King City",51,89,4.0,5,batter,57.3,,
Mohammad Nadeem,"Tribhuvan University International Cricket Ground, Kirtipur",21,12,,1,bowler,,1.0,10.5
DW Lawrence,"Kensington Oval, Bridgetown, Barbados",128,187,16.0,1,batter,68.45,,
Mohammad Ashraful,Multan Cricket Stadium,19,43,2.0,3,batter,44.19,,
TD Astle,Eden Park,19,40,3.0,2,batter,47.5,,
SC van Schalkwyk,"Hazelaarweg, Rotterdam",52,96,,2,bowler,,6.0,3.25
Naved-ul-Hasan,"Brisbane Cricket Ground, Woolloongabba",116,120,,2,bowler,,3.0,5.8
AL Phehlukwayo,"Newlands, Cape Town",95,96,,2,bowler,,4.0,5.94
TA Blundell,Sylhet International Cricket Stadium,12,39,2.0,1,batter,30.77,,
Ilyas Ataullah,"Simar Cricket Ground, Rome",5,13,0.0,2,batter,38.46,,
Mahmudullah,Saurashtra Cricket Association Stadium,30,21,4.0,1,batter,142.86,,
WB Rankin,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),0,4,0.0,2,batter,0.0,,
RM Koda,Gelephu International Cricket Ground,92,84,,4,bowler,,2.0,6.57
NP Kenjige,"Grand Prairie Stadium, Dallas",23,52,1.0,3,batter,44.23,,
V Sehwag,"Brisbane Cricket Ground, Woolloongabba",9,12,,1,bowler,,0.0,4.5
DM de Silva,The Wanderers Stadium,26,30,,2,bowler,,0.0,5.2
Junaid Khan,Chevrolet Park,0,2,0.0,1,batter,0.0,,
Nasir Jamshed,Dubai Sports City Cricket Stadium,9,14,1.0,1,batter,64.29,,
JH Kallis,"Gaddafi Stadium, Lahore",84,181,11.0,3,batter,46.41,,
Aayan Afzal Khan,Bulawayo Athletic Club,79,78,13.0,3,batter,101.28,,
CJ Jordan,Newlands,136,102,,4,bowler,,6.0,8.0
AD Russell,"Sabina Park, Kingston, Jamaica",44,24,7.0,2,batter,183.33,,
J Srinath,"McLean Park, Napier",3,6,0.0,1,batter,50.0,,
PM Nevill,Bellerive Oval,9,41,0.0,1,batter,21.95,,
Sohail Tanvir,Sheikhupura Stadium,24,42,,1,bowler,,0.0,3.43
CL White,Feroz Shah Kotla,96,138,,1,bowler,,1.0,4.17
S Bau,Bulawayo Athletic Club,16,24,,1,bowler,,1.0,4.0
H Lakov,Tikkurila Cricket Ground,66,72,,3,bowler,,3.0,5.5
Kamrul Islam Rabbi,Zahur Ahmed Chowdhury Stadium,0,6,0.0,1,batter,0.0,,
AT Carey,The Rose Bowl,3,12,0.0,2,batter,25.0,,
AS Samra,Sano International Cricket Ground,15,12,,1,bowler,,0.0,7.5
Rohan Mustafa,"Wanderers Cricket Ground, Windhoek",33,56,3.0,3,batter,58.93,,
Nurul Hasan,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",67,68,9.0,1,batter,98.53,,
DA Warner,Adelaide Oval,1813,2240,229.0,22,batter,80.94,,
PW Borren,Mannofield Park,71,107,5.0,1,batter,66.36,,
Mohammad Naveed,McLean Park,14,9,2.0,1,batter,155.56,,
PVD Chameera,"Manuka Oval, Canberra",22,24,,1,bowler,,0.0,5.5
Ishan Kishan,"M Chinnaswamy Stadium, Bangalore",15,7,2.0,1,batter,214.29,,
IO Okpe,Entebbe Cricket Oval,112,95,,6,bowler,,2.0,7.07
B Ward,"Wanderers Cricket Ground, Windhoek",102,85,,2,bowler,,0.0,7.2
PWH de Silva,National Stadium,40,35,3.0,2,batter,114.29,,
M Labuschagne,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",24,30,,1,bowler,,0.0,4.8
H Osinde,Willowmoore Park,3,5,0.0,1,batter,60.0,,
MG Johnson,Wankhede Stadium,24,31,3.0,1,batter,77.42,,
Mujeeb-ur-Rehman,"ICC Academy, Dubai",67,60,,3,bowler,,2.0,6.7
Jasdeep Singh,"Grand Prairie Stadium, Dallas",24,25,2.0,4,batter,96.0,,
D Olivier,Kingsmead,122,228,,2,bowler,,4.0,3.21
HH Pandya,Newlands,137,180,,3,bowler,,4.0,4.57
Yousuf Youhana,Arbab Niaz Stadium,16,25,0.0,2,batter,64.0,,
Mohammad Wasim,"Iqbal Stadium, Faisalabad",48,48,,1,bowler,,1.0,6.0
GD Phillips,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",24,16,4.0,1,batter,150.0,,
LS Livingstone,"County Ground, Bristol",5,7,1.0,2,batter,71.43,,
N Vanua,"Mission Road Ground, Mong Kok",96,117,,3,bowler,,1.0,4.92
Sabbir Rahman,McLean Park,41,42,,1,bowler,,0.0,5.86
KHRK Fernando,Shaheed Chandu Stadium,3,14,0.0,2,batter,21.43,,
KAJ Roach,Seddon Park,51,91,8.0,2,batter,56.04,,
Mohammed Siraj,Narendra Modi Stadium,57,108,,1,bowler,,2.0,3.17
JNT Seales,"University Oval, Dunedin",0,2,0.0,1,batter,0.0,,
Mohammed Siraj,"Edgbaston, Birmingham",12,38,1.0,2,batter,31.58,,
Shamim Hossain,"Shere Bangla National Stadium, Mirpur",43,62,5.0,8,batter,69.35,,
KS Williamson,Central Broward Regional Park Stadium Turf Ground,21,10,,1,bowler,,1.0,12.6
RW Price,Seddon Park,39,24,,1,bowler,,0.0,9.75
LJ Wright,Pallekele International Cricket Stadium,11,6,,1,bowler,,0.0,11.0
Shiraz Khan,"YSD-UKM Cricket Oval, Bangi",2,2,0.0,1,batter,100.0,,
T Amarmend,"YSD-UKM Cricket Oval, Bangi",22,18,,1,bowler,,1.0,7.33
KT Maphaka,"Brian Lara Stadium, Tarouba, Trinidad",4,8,0.0,2,batter,50.0,,
P Kumar,"Brisbane Cricket Ground, Woolloongabba",46,60,,1,bowler,,4.0,4.6
KJ Abbott,St George's Park,261,410,,4,bowler,,12.0,3.82
DJ Bravo,Central Broward Regional Park Stadium Turf Ground,39,18,5.0,3,batter,216.67,,
Khizer Ahmed,"Ishoj Cricket Club, Vejledalen",71,58,8.0,3,batter,122.41,,
JDS Neesham,"National Stadium, Karachi",11,10,1.0,1,batter,110.0,,
Tilak Varma,"Boland Park, Paarl",52,77,6.0,1,batter,67.53,,
DO Obuya,Jaffery Sports Club Ground,3,9,0.0,1,batter,33.33,,
Misbah-ul-Haq,P Sara Oval,32,96,2.0,2,batter,33.33,,
G Onions,Newlands,156,252,,1,bowler,,3.0,3.71
ST Gabriel,Castle Avenue,102,108,,2,bowler,,4.0,5.67
BAW Mendis,Lord's,8,2,2.0,2,batter,400.0,,
SM Pollock,Kennington Oval,13,11,1.0,1,batter,118.18,,
Mohammad Irfan,Adelaide Oval,58,60,,1,bowler,,0.0,5.8
IK Pathan,Sardar Patel Stadium,109,194,16.0,1,batter,56.19,,
Amjad Javed,Shere Bangla National Stadium,51,60,6.0,5,batter,85.0,,
CG Williams,ICC Academy,58,57,2.0,2,batter,101.75,,
NA Greenwood,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",41,48,,3,bowler,,1.0,5.12
C Bosch,"Shaheed Veer Narayan Singh International Stadium, Raipur",79,48,,1,bowler,,0.0,9.88
Hasan Ali,St George's Park,42,60,,1,bowler,,1.0,4.2
CA Young,ICC Global Cricket Academy,3,4,0.0,1,batter,75.0,,
NL McCullum,Sharjah Cricket Stadium,15,10,1.0,1,batter,150.0,,
Mohammad Rizwan,"Shere Bangla National Stadium, Mirpur",269,399,29.0,8,batter,67.42,,
JO Holder,McLean Park,27,60,,1,bowler,,4.0,2.7
WD Parnell,Dubai International Cricket Stadium,154,147,,4,bowler,,4.0,6.29
Junaid Khan,Willowmoore Park,25,29,3.0,1,batter,86.21,,
MW Machan,Bellerive Oval,46,24,,1,bowler,,1.0,11.5
GC Smith,Trent Bridge,57,75,6.0,5,batter,76.0,,
Luqman Butt,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),41,21,5.0,1,batter,195.24,,
RP Arnold,Reliance Stadium,68,68,9.0,1,batter,100.0,,
Ateeq Iqbal,"Mission Road Ground, Mong Kok, Hong Kong",146,137,,8,bowler,,6.0,6.39
TM Odoyo,M Chinnaswamy Stadium,102,120,,2,bowler,,0.0,5.1
Zahoor Khan,"GMHBA Stadium, South Geelong, Victoria",1,1,0.0,1,batter,100.0,,
MEK Hussey,Lord's,53,36,,2,bowler,,1.0,8.83
SD Hope,"Windsor Park, Roseau",84,237,9.0,2,batter,35.44,,
RR Powar,Keenan Stadium,44,52,,1,bowler,,2.0,5.08
Ghulam Shabber,Old Hararians,25,57,2.0,2,batter,43.86,,
L Vincent,Melbourne Cricket Ground,90,112,7.0,1,batter,80.36,,
WPUJC Vaas,"SuperSport Park, Centurion",21,45,2.0,1,batter,46.67,,
SR Waugh,"Antigua Recreation Ground, St John's, Antigua",86,145,8.0,1,batter,59.31,,
CM Wright,Titwood,46,60,,1,bowler,,1.0,4.6
M Akayezu,"United Cricket Club Ground, Windhoek",37,24,,1,bowler,,0.0,9.25
Mohammed Siraj,Melbourne Cricket Ground,4,19,0.0,2,batter,21.05,,
MT Renshaw,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",7,6,,1,bowler,,0.0,7.0
RD Gaikwad,"Holkar Cricket Stadium, Indore",8,12,2.0,1,batter,66.67,,
WU Tharanga,"Sardar Patel (Gujarat) Stadium, Motera",12,14,2.0,1,batter,85.71,,
MPS Cheema,Bayer Uerdingen Cricket Ground,21,16,2.0,2,batter,131.25,,
ST Gabriel,"Queen's Park Oval, Port of Spain, Trinidad",0,1,0.0,1,batter,0.0,,
NE Bonner,Galle International Stadium,9,18,,1,bowler,,0.0,3.0
KS Williamson,"Kensington Oval, Bridgetown",27,30,,1,bowler,,0.0,5.4
R Vinay Kumar,Feroz Shah Kotla,30,54,,1,bowler,,4.0,3.33
IK Pathan,Kinrara Academy Oval,64,69,8.0,2,batter,92.75,,
LJ Wright,Seddon Park,0,1,0.0,1,batter,0.0,,
SR Watson,Newlands,214,314,,6,bowler,,11.0,4.09
RA Jadeja,"Newlands, Cape Town",0,2,0.0,1,batter,0.0,,
M Dale-Bradley,"Guernsey Rovers Athletic Club Ground, Port Soif",49,66,,3,bowler,,9.0,4.45
NA Greenwood,"Queens Sports Club, Bulawayo",37,31,6.0,2,batter,119.35,,
PA de Silva,Adelaide Oval,15,27,2.0,1,batter,55.56,,
PD Salt,"Lord's, London",80,80,13.0,2,batter,100.0,,
SL Malinga,Brabourne Stadium,48,90,,2,bowler,,4.0,3.2
BA Stokes,"Seddon Park, Hamilton",27,43,5.0,1,batter,62.79,,
Junaid Khan,"Kensington Oval, Bridgetown",1,1,0.0,1,batter,100.0,,
RO Hinds,"National Cricket Stadium, St George's",38,72,,1,bowler,,1.0,3.17
MG Bracewell,Pallekele International Cricket Stadium,36,60,,1,bowler,,4.0,3.6
VC Drakes,"Queens Sports Club, Bulawayo",18,42,,1,bowler,,1.0,2.57
Kuldeep Yadav,"Brian Lara Stadium, Tarouba, Trinidad",3,9,0.0,1,batter,33.33,,
CA Soper,Bulawayo Athletic Club,11,19,,1,bowler,,3.0,3.47
HH Pandya,Sinhalese Sports Club Ground,31,90,,1,bowler,,2.0,2.07
GJ Delany,"Bellerive Oval, Hobart",33,26,3.0,2,batter,126.92,,
Washington Sundar,MA Chidambaram Stadium,99,162,,1,bowler,,0.0,3.67
Asad Shafiq,Kennington Oval,149,241,18.0,3,batter,61.83,,
KJ O'Brien,"National Cricket Stadium, St George's",2,4,0.0,1,batter,50.0,,
JN Gillespie,R.Premadasa Stadium,20,48,,1,bowler,,1.0,2.5
PJ Cummins,Zahur Ahmed Chowdhury Stadium,4,8,1.0,1,batter,50.0,,
Mashrafe Mortaza,"Beausejour Stadium, Gros Islet",1,3,0.0,1,batter,33.33,,
BA Stokes,Multan Cricket Stadium,33,60,,1,bowler,,0.0,3.3
Younis Khan,R.Premadasa Stadium,1,3,0.0,1,batter,33.33,,
AL Phehlukwayo,Rangiri Dambulla International Stadium,75,72,,2,bowler,,3.0,6.25
BJ McCarthy,"Sportpark Westvliet, The Hague",110,72,,3,bowler,,0.0,9.17
WP Saha,Sinhalese Sports Club Ground,67,134,5.0,1,batter,50.0,,
Mehboob Ali,Happy Valley Ground 2,6,7,1.0,1,batter,85.71,,
TM Dilshan,Sinhalese Sports Club,31,35,,1,bowler,,0.0,5.31
SS Pathirana,SuperSport Park,56,62,7.0,1,batter,90.32,,
Kaleem Sana,"National Stadium, Hamilton",40,71,,3,bowler,,9.0,3.38
JJ Atkinson,"Bayuemas Oval, Kuala Lumpur",25,24,3.0,3,batter,104.17,,
SS Iyer,"M Chinnaswamy Stadium, Bangalore",0,1,0.0,1,batter,0.0,,
KNA Bandara,"Coolidge Cricket Ground, Antigua",2,6,,1,bowler,,0.0,2.0
S Vijay Unni,"Terdthai Cricket Ground, Bangkok",59,66,,4,bowler,,4.0,5.36
Kuldeep Yadav,Sophia Gardens,34,24,,1,bowler,,0.0,8.5
IS Sodhi,"Wankhede Stadium, Mumbai",36,42,,1,bowler,,1.0,5.14
DS Lehmann,"Marrara Cricket Ground, Darwin",110,220,11.0,1,batter,50.0,,
CK Coventry,"The Royal & Sun Alliance County Ground, Bristol",3,10,0.0,1,batter,30.0,,
R Rampaul,Sydney Cricket Ground,61,59,,1,bowler,,4.0,6.2
AK Markram,"Sedgars Park, Potchefstroom",102,74,13.0,1,batter,137.84,,
DJ Bravo,W.A.C.A. Ground,55,60,,1,bowler,,1.0,5.5
A Ferguson,"St George's College Ground, Buenos Aires",9,14,1.0,1,batter,64.29,,
Harbhajan Singh,Galle International Stadium,365,670,,3,bowler,,11.0,3.27
SSJ Brooks,"Senwes Park, Potchefstroom",18,24,2.0,1,batter,75.0,,
PD Blignaut,"Achimota Senior Secondary School A Field, Accra",0,1,0.0,1,batter,0.0,,
SPD Smith,"Punjab Cricket Association Stadium, Mohali",63,60,,1,bowler,,1.0,6.3
HH Pandya,"Zayed Cricket Stadium, Abu Dhabi",1,1,0.0,1,batter,100.0,,
A Krishna,Terdthai Cricket Ground,73,67,,3,bowler,,8.0,6.54
CB Mpofu,"Grange Cricket Club Ground, Raeburn Place",34,30,,1,bowler,,0.0,6.8
JP Faulkner,"Simonds Stadium, South Geelong",32,24,,1,bowler,,2.0,8.0
JS Patel,AMI Stadium,70,78,,2,bowler,,1.0,5.38
KMDN Kulasekara,"National Cricket Stadium, St George's",1,5,0.0,1,batter,20.0,,
N Hussain,Antigua Recreation Ground,58,121,7.0,1,batter,47.93,,
C Bosch,"Shaheed Veer Narayan Singh International Stadium, Raipur",29,15,4.0,1,batter,193.33,,
Shubman Gill,"Arun Jaitley Stadium, Delhi",191,268,28.0,2,batter,71.27,,
Waqar Zalmai,"Ballpark Ground, Graz",26,30,,2,bowler,,3.0,5.2
DT Johnston,"Sabina Park, Kingston",29,38,3.0,2,batter,76.32,,
MS Wade,Feroz Shah Kotla,21,43,2.0,1,batter,48.84,,
HK Badani,Sydney Cricket Ground,18,27,1.0,1,batter,66.67,,
Q de Kock,Green Park,29,33,5.0,1,batter,87.88,,
PD Collingwood,Vidarbha C.A. Ground,164,305,21.0,1,batter,53.77,,
KMA Paul,Central Broward Regional Park Stadium Turf Ground,134,86,,4,bowler,,7.0,9.35
NO Miller,"Punjab Cricket Association Stadium, Mohali",40,36,,1,bowler,,0.0,6.67
IJL Trott,The Rose Bowl,180,228,11.0,5,batter,78.95,,
BM Duckett,"JSCA International Stadium Complex, Ranchi",26,36,3.0,1,batter,72.22,,
JL Pattinson,New Wanderers Stadium,17,24,,1,bowler,,2.0,4.25
Rizwan Cheema,Wankhede Stadium,2,4,0.0,1,batter,50.0,,
MJ Santner,"Sawai Mansingh Stadium, Jaipur",19,24,,1,bowler,,1.0,4.75
KL Rahul,Arun Jaitley Stadium,15,17,2.0,1,batter,88.24,,
KA Pollard,Trent Bridge,60,24,,2,bowler,,0.0,15.0
JN Loftie-Eaton,Dubai International Cricket Stadium,31,24,,1,bowler,,0.0,7.75
MN Samuels,Adelaide Oval,45,60,,1,bowler,,0.0,4.5
JW Jenner,"Goldenacre, Edinburgh",34,33,3.0,3,batter,103.03,,
T Tumursukh,Sano International Cricket Ground,60,30,,3,bowler,,1.0,12.0
KJ Abbott,Kingsmead,11,29,1.0,3,batter,37.93,,
L Embuldeniya,Galle International Stadium,910,1855,,6,bowler,,32.0,2.94
S Dhakal,"Moosa Cricket Stadium, Pearland",41,90,,2,bowler,,0.0,2.73
Liton Das,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",42,25,8.0,1,batter,168.0,,
MS Dhoni,Maharashtra Cricket Association Stadium,52,62,6.0,5,batter,83.87,,
ST Jayasuriya,Adelaide Oval,160,137,19.0,4,batter,116.79,,
CB Mpofu,Gaddafi Stadium,177,138,,4,bowler,,4.0,7.7
JL Pattinson,Trent Bridge,27,65,3.0,1,batter,41.54,,
NR Kumar,"Vidarbha Cricket Association Stadium, Jamtha",1,10,0.0,1,batter,10.0,,
NT Ellis,Melbourne Cricket Ground,21,22,,1,bowler,,2.0,5.73
JE Taylor,Gaddafi Stadium,16,40,1.0,1,batter,40.0,,
K Motlanka,Gahanga International Cricket Stadium. Rwanda,47,47,,4,bowler,,5.0,6.0
LPC Silva,"Kensington Oval, Bridgetown",21,22,2.0,1,batter,95.45,,
OAC Banks,"Queens Sports Club, Bulawayo",141,337,,1,bowler,,5.0,2.51
Saeed Ajmal,New Wanderers Stadium,34,58,4.0,3,batter,58.62,,
DL Vettori,Sinhalese Sports Club Ground,163,238,18.0,1,batter,68.49,,
OE Robinson,"Basin Reserve, Wellington",115,240,,1,bowler,,1.0,2.88
Ibrahim Hassan,"UKM-YSD Cricket Oval, Bangi",48,48,,4,bowler,,1.0,6.0
YS Chahal,"R Premadasa Stadium, Colombo",121,144,,3,bowler,,6.0,5.04
Q de Kock,Carrara Oval,22,16,2.0,1,batter,137.5,,
JJ Bumrah,"Old Trafford, Manchester",116,198,,1,bowler,,2.0,3.52
R McLaren,"Queen's Park Oval, Port of Spain",12,14,2.0,1,batter,85.71,,
T Sangha,Dubai International Cricket Stadium,41,36,,1,bowler,,0.0,6.83
Saeed Ajmal,Sydney Cricket Ground,3,11,0.0,1,batter,27.27,,
KP Pietersen,Bellerive Oval,0,1,0.0,1,batter,0.0,,
