player,phase,runs,balls,dots,boundaries,entity_type,strike_rate,dot_ball_pct,boundary_pct,wickets,economy
JK Silva,Long-format,2091,5190,4069,240,batter,40.29,78.4,4.62,,
JL Langer,Long-format,2523,4248,2969,333,batter,59.39,69.89,7.84,,
JL Pattinson,Death,46,81,50,3,batter,56.79,61.73,3.7,,
JL Pattinson,Long-format,415,964,756,51,batter,43.05,78.42,5.29,,
JM Anderson,Death,255,498,326,22,batter,51.2,65.46,4.42,,
JM Anderson,Long-format,1278,3263,2616,179,batter,39.17,80.17,5.49,,
JM Bairstow,Death,1576,1423,613,185,batter,110.75,43.08,13.0,,
JM Bairstow,Long-format,6029,10171,7089,776,batter,59.28,69.7,7.63,,
JM Bairstow,Middle,2227,1900,804,285,batter,117.21,42.32,15.0,,
JM Bairstow,Powerplay,1521,1472,857,252,batter,103.33,58.22,17.12,,
JN Frylinck,Death,892,995,450,76,batter,89.65,45.23,7.64,,
JN Frylinck,Middle,779,870,397,73,batter,89.54,45.63,8.39,,
JN Frylinck,Powerplay,497,418,218,82,batter,118.9,52.15,19.62,,
JN Gillespie,Death,114,108,40,9,batter,105.56,37.04,8.33,,
JN Gillespie,Long-format,332,1118,936,46,batter,29.7,83.72,4.11,,
JN Gillespie,Middle,24,16,6,4,batter,150.0,37.5,25.0,,
JN Gillespie,Powerplay,0,1,1,0,batter,0.0,100.0,0.0,,
JNT Seales,Death,54,90,61,6,batter,60.0,67.78,6.67,,
JNT Seales,Long-format,229,570,448,26,batter,40.18,78.6,4.56,,
JNT Seales,Middle,4,2,1,1,batter,200.0,50.0,50.0,,
JO Holder,Death,2469,2496,1154,271,batter,98.92,46.23,10.86,,
